"initiales","festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle1","artiste1","style1","spectacle2","artiste2","style2","spectacle3","artiste3","style3","spectacle4","artiste4","style4","lien1","lien2","lien3","lien4"
"BL",,,"Samedi 18","17h30 et 20h30","Place de l'église","Tresson","5 à 8€","sv","Le Père","Cie Jamais 203","Théâtre en camion",,,,,,,,,,,,,
"BL",,,"Samedi 25","17h30 et 20h30","Place de l'église","Sillé-le-Philippe","5 à 8€","sv","Le Père","Cie Jamais 203","Théâtre en camion",,,,,,,,,,,,,
"BL",,,"Jeudi 2","20h30","Salle Coppélia","La Flèche","7 à 15€","sv","La convivialité","Cie Chantal & Bernadette","Conférence-spectacle intéractive",,,,,,,,,,,,,
"BL",,,"Mercredi 29","15h30","Salle Coppélia","La Flèche","4 €","sv","Toyo !","Les Colporteurs","cirque / musique",,,,,,,,,,,,,
"BL",,,"Vendredi 24","20H30","Salle Coppélia","La Flèche","7 à 30€","sv","Ad Vitam","Alex Vizorek","théâtre / humour",,,,,,,,,,,,,
"BL",,,"Vendredi 31","19h","Salle Coppélia","La Flèche","4 €","sv","Le garçon qui ne parlait plus","Cie Onavio","théâtre /marionnettes",,,,,,,,,,,,,
"at",,,"Mercredi 22","19h30","Salle des concerts",,"0 €","sv","Le tour du monde en 40 minutes","Apoline Duchesnay + élèves du Conservatoire","musique et th.",,,,,,,,,,,,,
"BL",,,"Samedi 25","20h30","Salle des fêtes","Solesmes","8/10/13€","sv","Misanthrope","Les Assoiffés d'Azur","théâtre",,,,,,,,,,,,,
"jlb",,,"Dimanche 5","15h00","salle Jean de la Fontaine","Marolles-les-Braults","5 €","sv","Rien de sert de tout dire, il faut mentir à point","cie de Vair","théâtre",,,,,,,,,,,,,
"BL",,,"Jeudi 16","20h30","Scène Joël Le Theule","Sablé-sur-Sarthe","9/12/16€","sv",9,"Cie Cas Public","spectacle dynamique",,,,,,,,,,,,,
"BL",,,"Mardi 7","15h30","Scène Joël Le Theule","Sablé-sur-Sarthe","5 à 8€","sv","Dans les jupes de ma mère","Toutito Teatro","théâtre d'objets",,,,,,,,,,,,,
"BL",,,"Vendredi 31","20h30","Scène Joël Le Theule","Sablé-sur-Sarthe","13/18/25€","sv","Camille Chamoux","Le temps de vivre","humour",,,,,,,,,,,,,
"zz",,,"Samedi 18","18h","Théâtre de Chaoué","Allonnes","0 à 5€","sv","Lucas et le temps","Cie la Réciproque","théâtre < 14 ans",,,,,,,,,,,,,
"BL",,,"Jeudi 16","20h30","Théâtre de la Halle-au-Blé","La Flèche","7 à 15€","sv","La magie lente","L'idée du Nord / Benoit Giros","théâtre",,,,,,,,,,,,,
"jlb",,,"Samedi 4","18h30","Théâtre du Passeur",,"8 à 10€","sv","Zoom","cie ils est doux de faire les fous","comedie sociale",,,,,,,,,,,,,
"jlb",,,"Vendredi 3","20h30","théatre municipal","Mamers","7 à 10€","sv","Burn out","Mêle sur Sarthe","théâtre",,,,,,,,,,,,,
"tu",,,"Dimanche 5","17h","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Trois femmes","création acthalia","th.",,,,,,,,,,,,,
"tu",,,"Jeudi 2","20h30","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Trois femmes","création acthalia","th.",,,,,,,,,,,,,
"tu",,,"Jeudi 23","20h30","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Artaud Passion","Patrice Trigano","th.",,,,,,,,,,,,,
"tu",,,"Mercredi 1","20h30","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Trois femmes","création acthalia","th.",,,,,,,,,,,,,
"at",,,"Mercredi 29","18h30","Théâtre Paul Scarron",,"0 €","sv","Fils'aile","Cie Robin & Juteau","danse tt public ",,,,,,,,,,,,,
"tu",,,"Samedi 4","20h30","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Trois femmes","création acthalia","th.",,,,,,,,,,,,,
"tu",,,"Vendredi 24","20h30","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Artaud Passion","Patrice Trigano","th.",,,,,,,,,,,,,
"tu",,,"Vendredi 3","20h30","Théâtre Paul Scarron",,"10/18€ Résas: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Trois femmes","création acthalia","th.",,,,,,,,,,,,,
"zz",,,"Dimanche 5","16h","La Fonderie",,"0 €","c","Neue Bahnen","Ensemble offrandes","musique",,,,,,,,,,,,,
,,,"Jeudi 30","20h","La Fonderie",,"prix libre à partir de 5€","sv","Brutes","Cette compagnie là","théâtre",,,,,,,,,,,,,
"zz",,,"Samedi 4","20h","La Fonderie",,"0 €","c","Neue Bahnen","Ensemble offrandes","musique",,,,,,,,,,,,,
,,,"Vendredi 17","19h","La Fonderie",,"prix libre à partir de 5€","sv","La femme pavillon","Cie le plus petit espace possible","acte poétique en zone sonore",,,,,,,,,,,,,
"BL",,,"Samedi 4","20h30","Théâtre Epidaure","Bouloire","5/10€","c",,"Azadi Quartet","concert",,,,,,,,,,,,,
"tu",,,"Mercredi 1","21h","Le Zoo",,"au chapeau","c",,"Jam St Co Musicos","jam session",,,,,,,,,,,,,
"tu",,,"Vendredi 3","21h","Le Zoo",,"au chapeau","c",,"Lila","piano voix",,,,,,,,,,,,,
"tu",,,"Vendredi 10","21h","Le Zoo",,"au chapeau","c",,"Sonia","chanson fr.",,,,,,,,,,,,,
"tu",,,"Vendredi 10","21h","Le Zoo",,"au chapeau","c",,"Strax","électro",,,,,,,,,,,,,
"tu",,,"Samedi 18","21h","Le Zoo",,"au chapeau","c",,"Alan Crosley","blues",,,,,,,,,,,,,
"tu",,,"Vendredi 31","21h","Le Zoo",,"au chapeau","c",,"Azuryte","folk/pop",,,,,,,,,,,,,
"tu",,,"Jeudi 16","00h00","La Couture",,"à l’obole","c",,"Charlélie","psaumes sans ailes",,,,,,,,,,,,,
