,"festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle","artiste1","style1","artiste2","style2","artiste3","style3","artiste4","style4","lien1","lien2","lien3","lien4"
"AL",,,"Dimanche 8","14h, 15h, 16h, 17h sur inscription","Théâtre de Chaoué","Allonnes","au chapeau","sv","HLM","Equipe artistique du Théâtre de Chaoué","sp. ",,,,,,,"https://www.theatredechaoue.fr/la-programmation/mai/",,,
"AL",,,"Mercredi 11","20h30","Théâtre de Chaoué","Allonnes","au chapeau","sv","Mademoiselle Julie","NBA spectacles","th. dès 15 ans",,,,,,,"https://www.theatredechaoue.fr/la-programmation/mai/",,,
"AL",,,"Jeudi 12","20h30","Théâtre de Chaoué","Allonnes","au chapeau","sv","Mademoiselle Julie","NBA spectacles","th. dès 15 ans",,,,,,,"https://www.theatredechaoue.fr/la-programmation/mai/",,,
"AL",,,"Vendredi 13","20h30","Théâtre de Chaoué","Allonnes","au chapeau","sv","Mademoiselle Julie","NBA spectacles","th. dès 15 ans",,,,,,,"https://www.theatredechaoue.fr/la-programmation/mai/",,,
"AL",,,"Jeudi 19","20h30","Théâtre de Chaoué","Allonnes","au chapeau","sv",82,"Cie Le Vent en Poulpe","th.",,,,,,,"https://www.theatredechaoue.fr/la-programmation/mai/",,,
"AL",,,"Vendredi 20","20h30","Théâtre de Chaoué","Allonnes","au chapeau","sv",82,"Cie Le Vent en Poulpe","th.",,,,,,,"https://www.theatredechaoue.fr/la-programmation/mai/",,,
"AL","Le Mans fait son cirque","cirque","Vendredi 6","20h30","chapiteau bleu promenade Newton",,"4/8€","sv","Desiderata","Cie Cabas","cirque",,,,,,,,,,
"AL","Le Mans fait son cirque","cirque","Samedi 7","20h30","chapiteau bleu promenade Newton",,"4/8€","sv","Desiderata","Cie Cabas","cirque",,,,,,,,,,
"AL",,,"Vendredi 13","19h30","chapiteau parc de l'Epine",,"0 €","sv","Laissez les poireaux derrière les barreaux","Cirque Baraka","cirque",,,,,,,,,,
"AL","Le Mans fait son cirque","cirque","Vendredi 13","20h30","L’Éolienne","Arnage","4/8€","sv","Les princesses","Cie Cheptel Aleïkoum","cirque",,,,,,,,,,
"AL","Le Mans fait son cirque","cirque","Samedi 14","20h30","L’Éolienne","Arnage","4/8€","sv","Les princesses","Cie Cheptel Aleïkoum","cirque",,,,,,,,,,
"AL","Le Mans fait son cirque","cirque","Dimanche 15","16h30","L’Éolienne","Arnage","4/8€","sv","Les princesses","Cie Cheptel Aleïkoum","cirque",,,,,,,,,,
"AL",,,"Lundi 23","20h","La Fonderie",,"9/12€","sv","Dicklove","Cie Juglair","cirque",,,,,,,,,,
"AL",,,"Mardi 24","20h","La Fonderie",,"9/12€","sv","Dicklove","Cie Juglair","cirque",,,,,,,,,,
"AL",,,"Mercredi 25","19h","La Fonderie",,"9/12€","sv","Dicklove","Cie Juglair","cirque",,,,,,,,,,
