initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
at ,,,Samedi 9,14h30/17h,Maison de quartier Charles Trénet,,0 €,sv,La mécanique du petit Pierre,Cie du Moulin en herbe,Th et manipulation d'objets >5 ans,,,,,,,,,,,,,
at ,,,Samedi 9,14h/17h,MPT Jean Moulin,,0 €,sv,Zik Zap,Cie Ernesto Barytoni,Th burlesque musical >3 ans,,,,,,,,,,,,,
at ,,,Samedi 9,10h30,rue blondeau,,0 €,sv,La roulotte du chat botté,Cinémaniak et Cie,ciné concert,,,,,,,,,,,,,
jlb,,,Samedi 9,18h30,Théâtre du Passeur,,6 à 8 €,sv,Matinées chez la contesse de Guermantes,,lecture,,,,,,,,,,,,,
at ,,,Samedi 9,16h,Théâtre Paul Scarron,,10 à 18€,sv,Boire fumer et conduire vite,Théâtre de l'Acthalia,th,,,,,,,,,,,,,
jlb,,,Vendredi 1,20h,Cinéma Rex,Mamers,5 à 10 €,sv,L'agent 00203 contre Mr K,,Ciné Spectacle,,,,,,,,,,,,,
jlb,,,Vendredi 1,21h,Comédie Le Mans,,20 €,sv,Dans le bocal,Timothee Poissonnet,One Man Show,,,,,,,,,,,,,
tu,,,Vendredi 1,20h,La Fonderie,,prix libre,sv,"Moi, Français Juif Arabe, Comment j'ai démissionné du sionisme",Michel Benizri,Conférence gésticulée,,,,,,,,,,,,,
at,,,Vendredi 1,9h30/10h45/15h30,Le Kaléidoscope,,0 €,sv,Marmaille,Cie Les Zanimos,marionettes tricotées main 1 à 4 ans,,,,,,,,,,,,,
zz,,,Vendredi 1,19h30,Le Pâtis,,84 €,sv,Bang Bang,,Repas Spectacle,,,,,,,,,,,,,
tu,,,Vendredi 1,20h30,Le Plongeoir,,complet,sv,Avant la nuit d'après,Cie EquiNote,cirque équestre/ fête foraine fantasmagorique,,,,,,,,,,,,,
zz,,,Vendredi 1,20h30,Médiathèque George Sand,Yvré-l'Évêque,0€ sur inscription à la médiathèque,sv,voyage zen,,"pause musicale, contes à méditer",,,,,,,,,,,,,
bl,,,Vendredi 1,20h30,Théâtre Épidaure,Bouloire,5 à 10€,sv,Oiseau,Cie La Polka,théâtre jeune public,,,,,,,,,,,,,
tu,,,Vendredi 15,20h30,Brasserie Septante Deux,,0 €,sv,,,Soirée Drag Queen ,,,,,,,,,,,,,
tu,,,Jeudi 21,20h30,Brasserie Septante Deux,,0 €,sv,Tic Tac Catch,Th. d’impro,TicTac impro,,,,,,,,,,,,,
jlb,,,Vendredi 15,21h,Comédie Le Mans,,complet,sv,,Waly Dia,Stand Up,,,,,,,,,,,,,
at,,,Vendredi 15,18h30,La Cité du cirque,,0 €,sv,Rendez-vous avec la Cie Mesdemoiselles,,cirque,,,,,,,,,,,,,
zz,,,Vendredi 15,19h30,Le Pâtis,,84 €,sv,Bang Bang,,Repas Spectacle,,,,,,,,,,,,,
at,,,Vendredi 15,20h30,Le Plongeoir,,complet,sv,Métamorphoses,Cies Pagnozoo & Lawen,voltige équestre,,,,,,,,,,,,,
bl,,,Vendredi 15,20h30,Scène J.LE Theule,Sablé-sur-Sarthe,13 à 25€,sv,Arlequin poli par l'amour,La Piccola Familia,théâtre,,,,,,,,,,,,,
zz,LES SOIREES A SUIVRE.. session 60,,Vendredi 15,20h30,Studio de la Cie Marie Lenfant,,entrée libre,sv,Delice,Clint Lutes,solo danse,,,,,,,,,,,,,
pl,,,Vendredi 15,19h30,Théâtre de Chaoué,Allonnes,5€ (complet),sv,Suzanne,Cie TéTroFort,Théatre,,,,,,,,,,,,,
jlb,,,Vendredi 22,21h,Comédie Le Mans,,25 €,sv,Addict,Thibault Agoston,One Man Show,,,,,,,,,,,,,
jlb ,,,Vendredi 22,20h30,Complexe Atlantis,Saint-Cosme-en-Vairais,14 €,sv,renaissance d'une peste,Deborah Bellamie,,,,,,,,,,,,,,
tu,Spectacle de Noël,,Vendredi 22,hnc,La Citadelle des Anges,Teloché,12 €,sv,BUG CHRISTMAS,,comédie burlesque et fantastique,,,,,,,,,,,,,
at,,,Vendredi 22,18h30,La Cité du cirque,,0 €,sv,Rendez-vous avec la Cie Ea Eo,,cirque,,,,,,,,,,,,,
zz,,,Vendredi 29,14h/17h/19h,Le Pâtis,,7 à 9€,sv,Pique nique magique,,conte de Noël enfant,,,,,,,,,,,,,
jlb,,,Vendredi 8,21h,Comédie Le Mans,,25 €,sv,,Régis Maillot,One Man Show,,,,,,,,,,,,,
bl,,,Vendredi 8,20h30,Espace Scélia,Sargé-lès-le-Mans,8 à 11€,sv,Oiseau,Cie La Polka,théâtre jeune public,,,,,,,,,,,,,
at,j'peux pas j'ai cirque #1,cirque,Vendredi 8,18h30,La Cité du cirque,,0€ réservation conseillée,sv,"Adrénaline, petites histoires de trapèze volant",,cirque,,,,,,,,,,,,,
zz,,,Vendredi 8,20h30,Le Pâtis,,15 €,sv,Idée du siècle,,spectacle de magie humour,,,,,,,,,,,,,
jlb,,,Vendredi 8,15h,Salle des concerts,,0 €,sv,cowboy ou indien,groupe déjà,théâtre,,,,,,,,,,,,,
tu,Soirée Joyeuse #4,,Vendredi 8,18h30,Théâtre de la Bertoche,,au chapeau,sv,Syné-Concert,Marta Shilova & Deve Golitin,viole de gambe & vidéo,,,,,,,,,,,,,
at ,,,Vendredi 8,20h30,Théâtre Paul Scarron,,10 à 18€,sv,Boire fumer et conduire vite,Théâtre de l'Acthalia,th,,,,,,,,,,,,,
tu,,,Dimanche 10,17h,Théâtre de l’Écluse,,                                         ,sv,Mon cœur,Pauline Bureau,th.,,,,,,,,,,,,,
tu,,,Jeudi 7,20h30,Théâtre de l’Écluse,,8 € sur resa. 07.81.84.35.62/pmo072ecluse@gmail.com,sv,Mon cœur,Pauline Bureau,th.,,,,,,,,,,,,,
pl,,,Mercredi 13,hnc,Théâtre de Chaoué,Allonnes,,sv,Café coop de Noël,Equipe du Théatre de chaoué,,,,,,,,,,,,,,
tu,,,Samedi 9,20h30,Théâtre de l’Écluse,,8 € sur resa. 07.81.84.35.62/pmo072ecluse@gmail.com,sv,Mon cœur,Pauline Bureau,th.,,,,,,,,,,,,,
tu,,,Vendredi 8,20h30,Théâtre de l’Écluse,,8 € sur resa. 07.81.84.35.62/pmo072ecluse@gmail.com,sv,Mon cœur,Pauline Bureau,th.,,,,,,,,,,,,,
