"initiales","festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle1","artiste1","style1","spectacle2","artiste2","style2","spectacle3","artiste3","style3","spectacle4","artiste4","style4","lien1","lien2","lien3","lien4"
"at",,,"Jeudi 1","20h","Salle Jean Carmet","Allonnes","t.n.c résa 02 43 88 96 42","c",,"Haydn/Mozart","orchestre symphonique divertimento",,,,,,,,,,,,,
"tu","M.E.R.C.I Rencontre Internationale Danse Musique",,"Jeudi 1","20h30","Studio de la Cie Marie Lenfant",,"0 €","sv","Apogeos","CREO DANCE COMPANY","danse, Athènes",,,,,,,,,,,,,
"zz",,,"Jeudi 1","14h et 20h30 ","Théâtre Paul Scarron",,"10/18€ Réservations: 06 10 53 38 40 - acthalia@hotmail.fr","sv","Simone en aparté","d'Arnaud Aubert",,,,,,,,,,,,,,
"ce","Apéro concert",,"Jeudi 15","20h","Blue Zinc",,"au chapeau","c",,"ECLIPSE",,,,,,,,,,,,,,
"jlb",,,"Jeudi 15","20h30","Eve scène universitaire",,"4à10€","sv","L.U.C.A","compagnie Eranova","th.",,,,,,,,,,,,,
"AT","Escale exp#35 Teriaki",,"Jeudi 15","20h30","La Péniche",,"5/9€","c",,"PSYCHOTIK MONKS","post punk","WHY THE EYE","electro",,,,,,,,,,,
"tu",,,"Jeudi 15","20h","Le Pilier Rouge",,"0 €","c",,"zouj","cover jazz, blues, pop",,,,,,,,,,,,,
"AT",,,"Jeudi 15","20h","Les Quinconces",,"9/24€","sv","Un Hamlet de moins",,"th.",,,,,,,,,,,"https://billetterie.quinconces-espal.com/spectacle?id_spectacle=2560&lng=1",,
"Bl",,,"Jeudi 15","20h30","Salle Coppélia","La Flèche","7 à 15€","sv","Fibram","Chriki'Z","danse/mus.",,,,,,,,,,,,,
"ce","Apéro concert",,"Jeudi 22","20h","Blue Zinc",,"au chapeau","c",,"Fabulous K",,,,,,,,,,,,,,
"tu",,,"Jeudi 22","20h","Le Pilier Rouge",,"0 €","c",,"Azuryte","solo guitare/voix, folk/pop",,,,,,,,,,,,,
"zz",,,"Jeudi 22","20h30","Théâtre de la Bertoche",,"10 €","sv","Noël ça vous chante",,,,,,,,,,,,,,,
"jlb",,,"Jeudi 22","10h30 & 17h","Théâtre du Passeur",,"5 €","sv","Historiettes de nuit de fête","Marie Strehaiano","contes jusqu'à 3 ans","contes de la fille du vent","Marie Strehaiano","contes à partir de 4 ans",,,,,,,,,,
"AT",,,"Jeudi 22","14h30 + 16h30","Théâtre Paul Scarron",,"0 €","sv","Le grand show des petites choses","Cie des Frères Duchoc","marionnettes > 7 ans",,,,,,,,,,,,,
"tu",,,"Jeudi 29","21h","Le Barouf",,"0 €","c",,"soirée Circuits #swing","sessions big band",,,,,,,,,,,,,
"ce",,,"Jeudi 8","19h30-21h","Blue Zinc",,"au chapeau","c",,"Apéro Beatles",,,,,,,,,,,,,,
"ce",,,"Jeudi 8","21h","Blue Zinc",,"au chapeau","sv","Set Comedy","humour",,,,,,,,,,,,,,
"ce",,,"Jeudi 8","21h30","Blue Zinc",,"au chapeau","c",,"mus. irlandaise",,,,,,,,,,,,,,
"tu",,,"Jeudi 8","20h30","Brasserie Septante Deux",,"prix ibre","c",,"Middle Child + Fairy Tales in yoghourt","soirée indie folk Nantais",,,,,,,,,,,,,
"jlb",,,"Jeudi 8","20h30","Eve scène universitaire",,"4à10€","sv","Tout ce fracas","compagnie Lamento","danse",,,,,,,,,,,,,
"at",,,"Jeudi 8","18h","Grape Bar",,"prix ibre","c",,"Zouj","soul, blues, pop",,,,,,,,,,,,,
"jlb",,,"Jeudi 8","20h","L'Athena","La Ferté-Bernard","8à14€","c",,"Maria Dolores et Amapola quartet","Tango",,,,,,,,,,,,,
"tu","M.E.R.C.I Rencontre Internationale Danse Musique",,"Jeudi 8","20h30","Le Barouf",,"0 €","sv","Improvisations danse musique","artistes de M.E.R.C.I","(danse, mus.)",,,,,,,,,,,,,
"at","Moth frequency","post hardcore","Jeudi 8","20h30","Le Lézard",,"prix libre","c",,"ANNA SAGE","post hardcore chaotique","PILORI","blackened crust",,,,,,,,,"https://www.facebook.com/events/862283914908527/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjY5NDg2OTY2LCJjYWxsc2l0ZV9pZCI6MzU5MDM2MDAxOTY4NDMyfQ%3D%3D&acontext=%7B%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22multi_join_nearby%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22suggested_events%5C%22%2C%5C%22extra_data%5C%22%3A[]%7D]%22%7D",,
"at",,,"Jeudi 8","20h","Le Pilier Rouge",,"prix libre","c",,"Cécile Maisonhaute","piano/voix",,,,,,,,,,,"https://www.facebook.com/events/861945741611241/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjY5NDg5MjQ2LCJjYWxsc2l0ZV9pZCI6MzU5MDM2MDAxOTY4NDMyfQ%3D%3D&acontext=%7B%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22multi_join_nearby%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22suggested_events%5C%22%2C%5C%22extra_data%5C%22%3A[]%7D]%22%7D&__xts__[0]=68.ARBF-N3_bHfO7Gq-_okPEyRAxtKDD3FrPKCp277FY8VDEm8aVNx3dnTAN4M_-1bFoTO5CVqjwBHOl9yUKAURiekV16jxVnZ6HvqxUnegE6dSMQEYv2wzrj2BAB3swIhO2f7v4Jn5J1b3bZxecQis4IgdHlOJpj_fEWjf4fFsaqvd3mvjT2-3SDGqiLHZk0BB8nJiGC3E04MKl1J_F69pJQeGXGt2OvvwEmfpxvNG7dbnaNBKA6vbtf5bFjtkLi_lZnba2iRIIjim1QAeie2JWQ4w8yciQ33d",,
"zz",,,"Jeudi 8","19h","Le Rabelais","Changé","au chapeau","c",,"Les habits du dimanche","chanson swing",,,,,,,,,,,,,
"tu",,,"Jeudi 8","21h","Le Zoo",,"au chapeau","c",,"Thaddei","piano violon voix",,,,,,,,,,,,,
"jlb",,,"Jeudi 8","20h30","Les Saulnières ",,"16à22€","c",,"Terrenoire","chanson pop",,,,,,,,,,,,,
"jlb",,,"Lundi 19","16h","Espace Henri Salvador","Coulaines","5à7€","sv","Mais il est où le Père Noël","Cie Abrazik","spectacle musical à partir de 3 ans",,,,,,,,,,,,,
"AT",,,"Lundi 19","10h30 + 14h","Les Cinéastes",,"0 €","sv","Balade sous les étoiles",,"ciné-concert > 5 ans",,,,,,,,,,,,,
"jlb",,,"Lundi 19","10h30 & 17h","Théâtre du Passeur",,"5 €","sv","Lecture contée","Anne So Desgaches","Lecture contée pour enfants","La male aux histoires",,,,,,,,,,,,
,,,"Mardi 13","20h","Espace Scélia",,"t.n.c","sv","Oiseaux","Les spectaculaires",,,,,,,,,,,,,,
"jlb",,,"Mardi 13","20h30","La Castélorienne","Montval-sur-Loir","10à20€","sv","zzaj aceux qui se ratent","Duo des cimes","burlesque musical",,,,,,,,,,,,,
"AT",,,"Mardi 13","20h","Les Quinconces",,"9/24€","sv","Un Hamlet de moins",,"th.",,,,,,,,,,,"https://billetterie.quinconces-espal.com/spectacle?id_spectacle=2560&lng=1",,
"AT",,,"Mardi 13","18h","Maison de quartier Les Bruyères",,"0 €","sv","Histoires à danser","Cie cet été","danse th. > 3 ans",,,,,,,,,,,,,
"AT",,,"Mardi 20","18h","L'Ecluse",,"0 €","sv","Vous voulez rire","Cie des Frères Duchoc","marionnettes > 7 ans",,,,,,,,,,,,,
"zz",,,"Mardi 20","20h30","Théâtre de la Bertoche",,"10 €","sv","C'est lutin tinnabulant",,,,,,,,,,,,,,,
"jlb",,,"Mardi 20","10h30 & 17h","Théâtre du Passeur",,"5 €","sv","Histoires...de Noël","Rozenn Bodin ","contes jusqu'à 3 ans","Histoires ...de Noël","Rozenn Bodin","contes à partir de 4 ans",,,,,,,,,,
"jlb",,,"Mardi 6","20h30","La Castélorienne","Montval-sur-Loir","10à20€","sv","fin de service","Cavalcade","th.",,,,,,,,,,,,,
"tu",,,"Mardi 6","21h","Le Zoo",,"au chapeau","c",,"Jam St Co Musicos","jam session",,,,,,,,,,,,,
"AT",,,"Mardi 6","20h","Les Quinconces",,"17/35€","sv","Hop !",,"sp.",,,,,,,,,,,"https://billetterie.quinconces-espal.com/spectacle?id_spectacle=2557&lng=1",,
"jlb",,,"Mardi 6","20h30","Salle Jean Carmet","Allonnes","20à30€","c",,"Dominique A","chanson ",,,,,,,,,,,,,
"BL",,,"Mardi 6","18h","Salle Polyvalente","Montfort-le-Gesnois","5/8€","sv","Sous la neige","Les Bestioles","dès 6 mois",,,,,,,,,,,,,
"tu",,,"Mardi 6","18h","Théâtre Épidaure","Bouloire","8€ / 5€","sv","Sous la neige","Cie les Bestioles","spectacle petite enfance (dès 6 mois)",,,,,,,,,,,,,
"zz",,,"Mercredi 14","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Anne-Marie Péelisse et son frère",,,,,,,,,,,,,,
"AT",,,"Mercredi 14","10h30 + 15h30","Cinéma Le Royal",,"0 €","sv","Emoi et moi","Label caravan","ciné-concert > 3 ans",,,,,,,,,,,,,
"jlb",,,"Mercredi 14","20h","L'Oasis",,"26 à 32€","c",,"Izia","pop rock",,,,,,,,,,,,,
"AT",,,"Mercredi 14","19h","Les Quinconces",,"9/24€","sv","Un Hamlet de moins",,"th.",,,,,,,,,,,"https://billetterie.quinconces-espal.com/spectacle?id_spectacle=2560&lng=1",,
"AT",,,"Mercredi 14","15h + 18h","Maison de quartier G. Moustaki",,"0 €","sv","Amuse Trois",,"humour clownesque et décalé > 3 ans",,,,,,,,,,,,,
"ce",,,"Mercredi 21","19h30-21h30","Blue Zinc",,"0 €","c",,"Apéro chansons",,,,,,,,,,,,,,
"jlb",,,"Mercredi 21","16h","Espace Henri Salvador","Coulaines","5à7€","sv","Un petit frère pas comme les autres","Cie Xzart","Spectacle de marionnetes à partir de 3 ans",,,,,,,,,,,,,
"AT",,,"Mercredi 21","14h30 + 17h","L'Ecluse",,"0 €","sv","Vous voulez rire","Cie des Frères Duchoc","marionnettes > 7 ans",,,,,,,,,,,,,
"jlb",,,"Mercredi 21","10h30 & 17h","Théâtre du Passeur",,"5 €","sv","Dormir, moi jamais!","Imène Sebaha","contes jusqu'à 3 ans","Blanche Neige","Imène Sebaha","contes à partir de 4 ans",,,,,,,,,,
"tu",,,"Mercredi 28","19h","Le Barouf",,"0 €","c",,"Thomas Belhom solo","folk bricolée classieuse",,,,,,,,,,,,,
"ce",,,"Mercredi 7","20h-23h","Blue Zinc",,"tnc","c",,"Boeuf Bal Folk","concert/danse",,,,,,,,,,,,,
"at",,,"Mercredi 7","17h30","Espace Scélia",,"5/7€","sv","Tout allait bien quand quelque chose de bizarre arriva","Cie Grizzli","sp. jeune public > 5 ans",,,,,,,,,,,,,
"tu",,,"Mercredi 7","19h","Le Pilier Rouge",,"0 €","sv","Le quizz du vieux snam",,"pub quizz & zik",,,,,,,,,,,,,
"AT",,,"Mercredi 7","19h","Les Quinconces",,"17/35€","sv","Hop !",,"sp.",,,,,,,,,,,"https://billetterie.quinconces-espal.com/spectacle?id_spectacle=2557&lng=1",,
"zz",,,"Samedi 10","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Blues Band Connexion",,,,,,,,,,,,,,
"ce",,,"Samedi 10","21h","Blue Zinc",,"au chapeau","c",,"SIDE CLUB","electro",,,,,,,,,,,,,
"at",,,"Samedi 10","17h","Centre des expositions",,"10/20€","sv","Spectacle de Noël","Voltige circus","cirque",,,,,,,,,,,"https://www.facebook.com/events/508827107760789/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjY5NDkwMDc5LCJjYWxsc2l0ZV9pZCI6MzU5MDM2MDAxOTY4NDMyfQ%3D%3D&acontext=%7B%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22multi_join_nearby%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22suggested_events%5C%22%2C%5C%22extra_data%5C%22%3A[]%7D]%22%7D&__xts__[0]=68.ARCOe8brVuqG9Xjv3QTAARXTjmVwZR4CWOdx-KQ3lAbseO0vvmScnIyRSmCZVKDxlHWpLELsgphpZPRmtLBV8zNn9xOJPoCqbpI_imJuTvqnYRsah8Re3GCeVCFqPHFgT_XcS93jMyPtJF_lRB5Txuc6lJamWBaJemcrAGwwZxCmYkj4_g_ywZ5N3RN5oNTdqURbIOkxoyZfBikwY70suQpDMDWFb9FVvUkCRa0ReZflZC5zkqN1XEbTjDvkcl7zYeu5xPBTdb-QLniqQ5umeDay0CmjBsSL",,
"AT",,,"Samedi 10","20h","Eglise","Champagné","entrée libre ","c",,"Concert ","trompette",,,,,,,,,,,,,
"at",,,"Samedi 10","20h30","L'Eolienne","Arnage","7/14€","sv","Climax","Cie Zygomatic","sp. > 8 ans",,,,,,,,,,,"https://www.facebook.com/events/3293555837524170/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjY5NDg5MDAwLCJjYWxsc2l0ZV9pZCI6MzU5MDM2MDAxOTY4NDMyfQ%3D%3D&acontext=%7B%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22multi_join_nearby%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22suggested_events%5C%22%2C%5C%22extra_data%5C%22%3A[]%7D]%22%7D&__xts__[0]=68.ARBoqmhIBP3iF-CNFekZoVtvwug83FhAn4TiymU3mTjyfP7dgxYSdORwcPRgOakL51MuC2RAP0mgFqp__nmm-5n1m1XkR2-LTh2YTYEAVr1H1bLxhTbLTrR6N1dhT9Y_GnnlA6YuNStQWBYIYefNNosxgJpd3-LgUKzLFX_-6LslOlJDKlJ-B4by1gh1vD-I9zJiZqh7tLwklQHn7xMGb9Iv6v7G0IT3WU9qLUsMlaAxYPvOtm3UbeWP_lz3tILTrhMJDgDAoUZkCSkFBl7wpFXIUGIE3LSh-g",,
"AT",,,"Samedi 10","12h","L'Espal",,"17/35€","sv","La rose des vents",,"cuisine et mus.",,,,,,,,,,,,,
"jlb",,,"Samedi 10","20h","L'Oasis",,"20à26€","c",,"Kikesa","rap",,,,,,,,,,,,,
"AT",,,"Samedi 10","20h30","La Cité du cirque",,"4/8€","sv","L'homme canon","Rémi Luchez","cirque",,,,,,,,,,,,,
"AT",,,"Samedi 10","16h30 + 19h","Maison de quartier Pierre Guédou",,"0 €","sv","Wow","Cie Houppz théâtre","poésie clownesque > 5 ans",,,,,,,,,,,,,
"jlb",,,"Samedi 10","20h30","scène Joël Le Theule","Sablé-sur-Sarthe","10à20€","c",,"Malik Djoudi","pop",,,,,,,,,,,,,
"jlb",,,"Samedi 10","18h30","Théâtre du Passeur",,"au chapeau","sv","La patte du chat",,"th. à partir de 12 ans",,,,,,,,,,,,,
"tu","M.E.R.C.I Rencontre Internationale Danse Musique",,"Samedi 10","14h","Théâtre Paul Scarron",,"0 €","sv","Restitution finale","artistes de M.E.R.C.I","PERFORMANCES, IMPROVISATIONS DANSE mus.",,,,,,,,,,,,,
"zz",,,"Samedi 17","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Didier & Manu MATHIS",,,,,,,,,,,,,,
"CE",,,"Samedi 17","21h","Blue Zinc",,"au chapeau","c",,"Selectors Delight","funk",,,,,,,,,,,,,
"tu","Noël au Hangar ",,"Samedi 17","19h","Hangar Crealab",,"0 €","c",,"Expo / Dj Sets",,,,,,,,,,,,,,
"jlb",,,"Samedi 17","20h","L'Oasis",,"24 à 30€","c",,"Skip The Use","rock",,,,,,,,,,,,,
"AT",,,"Samedi 17","20h30","Le Chapiteau - Cité du cirque",,"4/8€","sv","Der Lauf","Vélocimanes Associés","cirque",,,,,,,,,,,,,
"tu","La BOOM du Pilier Rouge",,"Samedi 17","18h17","Le Pilier Rouge",,"0 €","c",,"Dj Aristocat & Djette de Taille Moyenne","DJ sets",,,,,,,,,,,,,
"tu",,,"Samedi 17","21h","Le Zoo",,"au chapeau","c",,"Syl","blues",,,,,,,,,,,,,
"AT",,,"Samedi 17","14h30 + 17h","Les Saulnières ",,"0 €","sv","La méthode du Dr Spongiak",,"th.d'ombres > 5 ans",,,,,,,,,,,,,
"AT",,,"Samedi 17","14h30 + 16h","Maison de quartier Les Ardrières",,"0 €","sv","Les singes","Cie Bitonio","marionnettes > 3 ans",,,,,,,,,,,,,
"at",,,"Samedi 17","20h","Salle Jean Carmet","Allonnes","5€ résa 0243391177","sv","Désobéir",,"sp. > 12 ans",,,,,,,,,,,,,
"AT",,,"Samedi 17","20h30","Théâtre de Chaoué","Allonnes","5 €","sv","Face à Aune","Simon Carbonnel","Techno-pop métaphorique",,,,,,,,,,,,,
"AT",,,"Samedi 24","18h30","La Cité du Cique",,"4/8€","sv","Le syndrome de Cassandre","Cie l'Absente","cirque > 14 ans",,,,,,,,,,,,,
"jlb",,,"Samedi 24","minuit","La Péniche","Allonnes","51 à 86€","c",,"Fairytale of New York","The Pogues",,,,,,,,,,"https://www.youtube.com/watch?v=j9jbdgZidu8",,,
"zz",,,"Samedi 3","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Couleur du temps",,,,,,,,,,,,,,
"ce",,,"Samedi 3","21h","Blue Zinc",,"au chapeau","c",,"ZORDONN","rap/hip-hop",,,,,,,,,,,,,
"tu",,,"Samedi 3","20h30","Brasserie Septante Deux",,"prix ibre","c",,"Storm in space + Sea’s Friend","Rock psyché/Folk",,,,,,,,,,,,,
"at",,,"Samedi 3","21h","Comédie, 37 rue nationale",,"t.n.c.","sv","Mes histoires de coeur","Elizabeth Buffet","humour",,,,,,,,,,,,,
"jlb",,,"Samedi 3","20h30","Espace Henri Salvador","Coulaines","entrée libre sur réservation","sv","Salvador et Mr Henri",,"spectacle musical",,,,,,,,,,,,,
"jlb","Soirées starter",,"Samedi 3","20h30","L'Alambik",,"0 €","c",,"Leidenfrost","metal/post hardcore",,"Still","rock alternatif/post rock",,,,,,,,,,
"AT","CARITATEUF","techno caritative","Samedi 3","23h-6h","L'Oasis",,"8/10€","c",,"UNKLEVON + MONSIEUR NOBODY + KOSZMAR + SOULS TIDE ZONE","techno",,,,,,,,,,,,,
"zz","La fièvre du samedi matin",,"Samedi 3","20h","La Fonderie",,"5 €","sv","Guitare(s)","Ensemble Offrandes",,,,,,,,,,,,,,
"zz",,,"Samedi 3","18h30","La Fosse jouanette","Saint-Pierre-du-Lorouër","10 €","c",,"Babel'Est","Chants & mus. d'Europe de l'Est",,,,,,,,,,"résa : 06 80 41 67 85",,,
"at","16 mesures #3","rap / hip hop","Samedi 3","20h30","Le Barouf",,"0 €","c",,"DJ Vince & GHOST I.D","urban dj set","open mic","rap / hip hop",,,,,,,,,"https://www.facebook.com/events/1459139604565161/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjY5NDgyMzA4LCJjYWxsc2l0ZV9pZCI6MzU5MDM2MDAxOTY4NDMyfQ%3D%3D&acontext=%7B%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22multi_join_nearby%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22suggested_events%5C%22%2C%5C%22extra_data%5C%22%3A[]%7D]%22%7D&__xts__[0]=68.ARCILnwP10jxkK-LkqvrRzWhfvPl7skFOC7xFM7hoQtsLaHBOscd6jDIKxLX8Y6UBMAtHOAbB4_ZwyWZFFNlKxIqpICqL__0YUJPbJdyMA3CD2zWI6uc430I_v8RcjouLbVKyhZwHWPikM_1oXP5qcJhI0FoSVgO0gCYHsUoycvrJHJPWBdctmY1G7jggdCclAklwyRM9mgI6KbTqw3hBn5WwlMVE1m3BgJn_pbxWiuX2fUlWCNYHvQ7Bm4sb3JJpj3cuamj7ILNxnZRVL0Nu-15AAN--pq5Uw",,
"tu",,,"Samedi 3","20h","Le Lapin Blanc",,"0 €","c",,"Du vent dans les cordes","jazz",,,,,,,,,,,,,
"tu",,,"Samedi 3","21h","Le Lézard",,"au chapeau","c",,"Drache","rap, le mans","Tideux","rap, Concarneau",,,,,,,,,,,
"AT",,,"Samedi 3","14h30 + 17h","Maison de quartier L'Oiselière",,"0 €","sv","Classe verte","Cie Robert et moi","th.humoristique et mus.> 3 ans",,,,,,,,,,,,,
"jlb",,,"Samedi 3","20h30","MJC Jacques Prévert",,"3à5€","sv","MINI-MATCH IMPRO THÉÂTRALE PAR LES CANDIRATONS","LES CANDIRATONS","impro th.",,,,,,,,,,,,,
"AT",,,"Samedi 3","14h + 17h","MPT Jean Moulin",,"0 €","sv","2 comme 1 accord","Cie La p'tite fabrique de cirque","duo de clownicien et musiclown >5 ans",,,,,,,,,,,,,
"tu","M.E.R.C.I Rencontre Internationale Danse Musique",,"Samedi 3","18h30","Studio de la Cie Marie Lenfant",,"0 €","sv","Rencontre et présentation avec les artistes de M.E.R.C.I.",,,,,,,,,,,,,,,
"AT",,,"Samedi 3","18h","Théâtre de Chaoué","Allonnes","5 €","sv","Attraction foraine","Cie des Gens Pluriels","concert-spectacle > 11 ans",,,,,,,,,,,,,
"jlb",,,"Samedi 3","18h30","Théâtre du Passeur",,"8 €","sv","La Peste",,"th. à partir de 15 ans",,,,,,,,,,,,,
"at","Soirée de Noël",,"Vendredi 16","20h","Bières et Chopes",,"0€ Résa 02 43 75 54 91","c",,"Dj Papa",,,,,,,,,,,,,,
"tu",,,"Vendredi 16","20h30","Brasserie Septante Deux",,"prix ibre","c",,"Kristel + Jobene","rock",,,,,,,,,,,,,
