"initiales","festival","style_festival","date","horaire","lieu","ville","prix","genre","spectacle1","artiste1","style1","spectacle2","artiste2","style2","spectacle3","artiste3","style3","spectacle4","artiste4","style4","lien1","lien2","lien3","lien4"
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 12","16h et 18h","Le Chapiteau",,"0 €","sv","Moon","cie Barks","cirque",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 12","17h","La Cité du Cirque",,"0 €","sv","Dialogue","cie ISI","cirque",,,,,,,,,,,,,
"zz","Festival Rock Metal Cosmozik",,"Samedi 12","19h",,"La Chapelle Saint Aubin","5€/soirée, 9€ les 2","c",,"The Flying Bricks, Beyong the Styx, Nobody's Straight, Turndown, Ninth, Underfuse, LeidenFrost, Directorscut, Theorem, Merge and Burst",,,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 12","19h et 22h","Camion-Théâtre promenade Newton",,"4 à 8€","sv","Le Paradoxe de Georges","Yann Frisch / cie L'Absente","cartomagie",,,,,,,,,,,,,
"tu",,,"Samedi 12","20h","Le Lapin Blanc",,"0 €","c",,"DJ Romeo","DJ set",,,,,,,,,,,,,
"zz",,,"Samedi 12","20h30","Au Français (ancien cinéma)","Le Mans","10€ sur résa","c",,"Duo Ernesto Morallès & Ludovic Fabre",,,,,,,,,,,,,,
"zz",,,"Samedi 12","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Backson",,,,,,,,,,,,,,
"tu",,,"Samedi 12","20h30","Brasserie Septante Deux",,"prix libre","c",,"Dude low","indie pop",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 12","20h30","Le Chapiteau",,"0 €","sv","Du coq à l'âme","Ésacto'Lido 2019-2022","cirque",,,,,,,,,,,,,
"tu","Superforma feat. le plongeoir",,"Samedi 12","22h","Le chapiteau",,"0 €","c",,"Hotel Bary","DJ set",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 19","16h30","Le Chapiteau",,"4 à 8€","sv","Carte blanche à Max & Maurice","cie Max et Maurice","cirque, musique",,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 19","16h30 et 19h","La Cité du Cirque",,"0 €","sv","Peau d'Âme","Camille Judic","cirque aérien",,,,,,,,,,,,,
"at",,,"Samedi 19","18h","Théâtre de Chaoué","Allonnes","5 €","sv","Le Misanthrope","compagnie Les Assoiffés d'Azur","th.dès 12 ans",,,,,,,,,,,,,
"JLB",,,"Samedi 19","18h30","Théâtre du Passeur",,"8 à10€","sv","Epipurien","compagnie la quincaillerie","théâtre clown",,,,,,,,,,,,,
"zz",,,"Samedi 19","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Didier Tutu",,,,,,,,,,,,,,
"tu","ET HOP ! La grande fête d'ouverture du Chapiteau",,"Samedi 19","20h30","Le Chapiteau",,"4 à 8€","sv","Carte blanche à Max & Maurice","cie Max et Maurice","cirque, musique",,,,,,,,,,,,,
"JLB",,,"Samedi 19","20h30","Espace Henri Salvador","Coulaines","5 à 7€","sv","Diego & Moi","Cie Cronopios","th. concert > 7ans",,,,,,,,,,,,,
"BL",,,"Samedi 19","20h30","Espace culturel L'Orée du Bois","La Chapelle-Saint-Aubin","4 à 10€","sv","On n'était que deux","Cie Non Obsolète","Théâtre interactif",,,,,,,,,,,,,
"at",,,"Samedi 19","20h30","Espace Scélia","Sargé-lès-le-Mans","gratuit","sv","Fake","Les Imaginaires choeur de scène","théâtre chanté",,,,,,,,,,,,,
"at",,,"Samedi 19","20h30","Espace Vègre et Champagne","Brûlon","14€ réservation conseillée 02.72.88.00.37 ou culture@cc-lbn.fr","sv","Les petits duos de la nuit","Cie 29x27","cabaret",,,,,,,,,,,,,
"ce",,,"Samedi 19","21h","Blue Zinc",,"au chapeau","c",,"Battle beatbox",,,"Puissance 4000","Hip hop du futur",,,,,,,,,,
"tu",,,"Samedi 19","21h","Le Zoo",,"au chapeau","c",,"Eclipse","reprises pop rock",,,,,,,,,,,,,
"tu","Superforma feat. le plongeoir",,"Samedi 19","22h","Le chapiteau",,"0 €","c",,"Maître Mim’s","DJ set",,,,,,,,,,,,,
"tu",,,"Samedi 26","10h20","L'îlotCo","Saint-Georges-du-Bois","0 €","sv","Atelier Expression vocale","Cie La Cigale spectacles",,,,,,,,,,,,,,
"at",,,"Samedi 26","15h","Maison des Arts ","Allonnes","5 €","sv","Micro-HurLeMent","équipe du projet HLM","forme artistique déambulatoire dès 12 ans",,,,,,,,,,,,,
"tu","Dernière date de l'Amicale des jeunes",,"Samedi 26","18h","plus d'infos : adjpda@riseup.net",,"au chapeau","c",,"Tendresse Sauvage + Methode Pat + Bakounine + Kial + etc..",,,,,,,,,,,,,,
"tu","Le Barouf fête ses 20 ans",,"Samedi 26","18h","Le Barouf",,"0 €","c",,,,,,,,,,,,,,,,
"JLB",,,"Samedi 26","18h30","Théâtre du Passeur",,"au chapeau","sv","Vers le Phare","Claire & Jacky BOIRON","Lecture",,,,,,,,,,,,,
"JLB","Superforma",,"Samedi 26","20h","L’Oasis",,"16 à 22 €","c",,"Les Sales Majestés + Les Ramoneurs de Menhirs","punk",,,,,,,,,,,,,
"tu",,,"Samedi 26","20h","Le Lapin Blanc",,"0 €","c",,"DJ Hobby","dj set",,,,,,,,,,,,,
"zz",,,"Samedi 26","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Manon & Anne",,,,,,,,,,,,,,
"tu",,,"Samedi 26","20h30","Théâtre Épidaure","Bouloire","8€ / 5€","sv","Oratorem","collectif À sens unique","solo de cirque sur un vélo",,,,,,,,,,,,,
"JLB",,,"Samedi 26","20h30","Espace Henri Salvador","Coulaines","entrée libre","sv","Mes Héroïnes","compagnie juste avant la nuit","Théâtre",,,,,,,,,,,,,
"ce",,,"Samedi 26","21h ","Blue Zinc",,"au chapeau","c",,"OSS records","DJ set house",,,,,,,,,,,,,
"tu",,,"Samedi 26","hnc","Les Saulnières ",,"7 à 10€","sv","Puisqu’on a toujours fait comme ça","Collectif Grand Maximum","th.",,,,,,,,,,,,,
"tu",,,"Samedi 26","hnc","Comédie Le Mans",,"tnc","sv","Échauffement","Manu Payet","hum.",,,,,,,,,,,,,
"at",,,"Samedi 5","10h et 13h30","Théâtre de Chaoué","Allonnes","40€ réservation 02 43 80 40 08 ou reservation@theatredechaoue.fr","sv","Atelier slam et musique électronique",,"avec HDW et Aune",,,,,,,,,,,,,
"zz",,,"Samedi 5","11h","La Fonderie",,"0 €","sv","La fièvre","At Musica","Duo de théâtre musical",,,,,,,,,,,,,
"tu","Fièvre du samedi matin",,"Samedi 5","11h","La Fonderie",,"0 €","sv","ANTIPODES","ensemble ATMusica de Touraine","Duo de théâtre musical",,,,,,,,,,,,,
"tu","Festival BEBOP",,"Samedi 5","18h30","Centre des expositions",,"32 €","c",,"JULIETTE ARMANET + IBEYI + MEUTE + HUMOUR + WALT DISCO",,,,,,,,,,,,,,
"zz",,,"Samedi 5","20h30","Bistro Broc Café","Changé","au chapeau","c",,"Lola & antoine",,,,,,,,,,,,,,
"zz",,,"Samedi 5","20h30","La Fonderie",,"5 €","sv","Antipodes","At Musica",,,,,,,,,,,,,,
"tu",,,"Samedi 5","20h30","Brasserie Septante Deux",,"prix libre","c",,"Loâzo + A2ELE + JEAN JARNO","pop/électronica/techno",,,,,,,,,,,,,
"tu",,,"Samedi 5","20h30","Le Barouf",,"0 €","c",,"TURBO PANDA","rock noise 90's",,"POLRITY","rock noise",,,,,,,,,,
"at",,,"Samedi 5","20h30","Église","La Ferté-Bernard","au chapeau","sv","Vivaldi-Tsigane, Variations autour des 4 Saisons","Quatuor Accordo","mus. clas.",,,,,,,,,,,,,
