initiales,festival,style_festival,date,horaire,lieu,ville,prix,genre,spectacle1,artiste1,style1,spectacle2,artiste2,style2,spectacle3,artiste3,style3,spectacle4,artiste4,style4,lien1,lien2,lien3,lien4
zz,,,Vendredi 13,18h,L'Alambik,,4 à 6€,sv,Stella Maris,,création immersive,,,,,,,,,,,,,
jlb,,,Vendredi 13,20h30,La Castélorienne,Montval-sur-Loir,10 à 20 €,sv,Le K,,Théatre / Nouvelles,,,,,,,,,,,,,
tu,Cortex Booking,,Vendredi 13,21h,Le Barouf,,0 €,c,,food fight,power pop-punk-bubblegum,,Anatole Transe & Serge le Vicieux,"dj set 60's, punk-pop",,,,,,,,,,
tu,,,Vendredi 13,20h,Le Lapin Blanc,,0 €,c,,Eclipse,électro-folk,,,,,,,,,,,,,
zz,,,Vendredi 13,20h30,Le Pâtis,,12 €,c,,Luc Arhlo,chanson d'humour & d'humeur,,,,,,,,,,résa sms (Joachim) 06 15 27 83 14,,,
at,,,Vendredi 13,19h,Le Val’Rhonne,Moncé-en-Belin,0 € résa au 02 43 42 29 48 ou valrhonn@wanadoo.fr,c,,ARNOLD,apéro concert,ORGANIC SONGS,,,,,,,,,,,,
tu,,,Vendredi 13,21h,Le Zoo,,au chapeau,c,,Paul & Didier,blues rock,,,,,,,,,,,,,
zz,Les Inspirantes,"Festival de danse, théatre",Vendredi 13,20h,Les Quinconces - Petit Théâtre,,9 à 24€,sv,L'Araignée,,théâtre,,,,,,,,,,,,,
BL,,,Vendredi 13,19h,Salle Coppélia,La Flèche,4 €,sv,GROU !,Cie Renards / Effet Mer,théâtre,,,,,,,,,,,,,
at,,,Vendredi 13,15h30,Salle Jean Carmet,Allonnes,"2,5/6€",sv,A poils,Cie S'appelle Reviens,sp. jeune public > 7 ans,,,,,,,,,,,,,
jlb,,,Vendredi 13,20h30,Théâtre du Passeur,,8 & 10 €,sv,La Valse,,Valse théâtrale,,,,,,,,,,,,,
zz,,,Vendredi 20,20h30,Bistro Broc Café,Changé,au chapeau,c,,Anne & Manon ave Did,,,,,,,,,,,,,,
tu,La fourche à tigre,,Vendredi 20,21h,Blue Zinc,,prix libre,c,,Angryeti,garage punk,,,dj set,,,,,,,,,,
tu,,,Vendredi 20,21h,Brasserie Septante Deux,,0 €,c,,Roboy,ch. lo-fi pop,,fairy tales in yoghourt,électro-folk,,,,,,,,,,
BL,,,Vendredi 20,20h30,Espace Scélia,Sargé-lès-le-Mans,7 à 10€,sv,Un océan d'amour,Cie La Salamandre,théâtre d'objets et univers de papier,,,,,,,,,,,,,
jlb,La nuit de la lecture,,Vendredi 20,18h30 & 20h30,Eve scène universitaire,,4 à 10 €,sv,"Töle , laboratoire poétique",Cie Contr'Pied,Univers sonore et voix,La tendresse,Cie Contr'Pied,Univers Sonore et voix,,,,,,,,,,
jlb,,,Vendredi 20,20h30 ,La Castélorienne,Montval-sur-Loir,7 à 13 €,c,,Muddy Gurdy,Blues ,,,,,,,,,,,,,
at,,,Vendredi 20,20h30,La Passerelle,Connerré,0 €,c,,"Sylvain Texier ""Ô Lake""",concert au casque,,,,,,,,,,,,,
tu,Garage 5,,Vendredi 20,21h,Le Lézard,,au chapeau,c,,Jadis3000,glitch/footwork,,,,,,,,,,,,,
jlb,,,Vendredi 20,20h30 ,Le Rabelais,Changé,10 à 17 € reservation,c,,Solorkestar,Musique des Balkans,,Les Voleurs de Swing,Musique des Balkans,,,,,,,,,,
zz,,,Vendredi 20,20h,Les Quinconces - Grand théâtre,,17 à 35 €,sv,Clara Haskil,,théâtre,,,,,,,,,,,,,
ce,,,Vendredi 27,21h,Blue Zinc,,au chapeau,c,,Mona,,,,,,,,,,,,,,
tu,,,Vendredi 27,21h,Brasserie Septante Deux,,0 €,c,,Soap Opera,indie/pop,,,,,,,,,,,,,
jlb,,,Vendredi 27,20h00,l'Oasis,,26 à 30 €,c,,Jeanne Added,Pop Rock,,,,,,,,,,,,,
at,,,Vendredi 27,20h30,La Passerelle,Connerré,0 €,c,,Lobo EL & Cotchei,rap/slam/poésie - tt public,,,,,,,,,,,,,
tu,,,Vendredi 27,21h,Le Barouf,,0 €,c,,Casino Square,trip hop/Caen,,Superpocket,love machine de poche,,,,,,,,,,
at,,,Vendredi 27,20h30,Le Courmesnil,Loué,4/10€,sv,un misanthrope,Cie Les assoiffés d'Azur,th.,,,,,,,,,,,https://www.culturelbn.fr/saison-culturelle/27-janv-un-misanthrope/,,
at,,,Vendredi 27,18h45,Le Val’Rhonne,,5€ résa au 02 43 42 29 48 ou valrhonn@wanadoo.fr,sv,Hoël,Cie Les Tombés de la lune,Th.-Arts graphiques & numériques > 6 ans,,,,,,,,,,,,,
tu,,,Vendredi 27,21h,Le Zoo,,au chapeau,c,,Azuryte,folk/pop,,,,,,,,,,,,,
at,,,Vendredi 27,20h30 ,Salle Polyvalente,Champagné,3/10€,c,,Choeur Résonnance,american songs,,,,,,,,,,,,,
zz,,,Vendredi 6,20h30 ,Bistro Broc Café,Changé,au chapeau,c,,Astian Bes,,,,,,,,,,,,,,
ce,,,Vendredi 6,21h,Blue Zinc,,au chapeau,c,,Hendrix coffee,blues rock,,,,,,,,,,,,,
